far,end_o3,end_o3_err,ln_35_35,ln_35_35_err,ln_35_20,ln_35_20_err,ln_20_20,ln_20_20_err,ln_20_10,ln_20_10_err
0.07768811673934342,603.807717189745,0.7743213214230309,1239.1526932689494,134.4663749920128,1161.583226021887,163.3941995270484,752.9578706508169,86.11574173976419,537.0565407890739,102.276070839819
0.15537623347868684,615.2656622040236,0.767004896699973,1373.6008578780231,137.58355918275106,1234.4913497305502,158.3952116528153,775.691916127963,82.74477618427738,537.0565464983792,102.27606865797222
0.23306435021803024,642.8808416592504,0.7501683683094598,1389.0958382432339,135.1893139872841,1240.4225809299378,156.89350041404782,812.4299175308361,79.2191331750771,542.0632159970814,100.43513300901054
0.3107524669573737,649.3563587965285,0.7463737254263378,1430.788204492064,132.72076012963748,1323.9214912808052,156.44242735618968,818.7268864500044,78.23472938180146,542.0632159970814,100.43513300901054
0.3884405836967171,658.3178189548382,0.7412131153652126,1439.396051363491,131.30865492393423,1334.5608591519535,154.05836811071754,854.2377802948814,76.96300696196317,542.0632159971244,100.43513300899451
0.4661287004360605,661.7718135474037,0.7392515383353384,1441.1374729347274,130.98496095451856,1334.560859774035,154.05836795990695,854.2633751177186,76.95833837279793,542.0632159971244,100.43513300899451
0.5438168171754039,668.8977147905756,0.7352517203670459,1456.8569489489328,128.87714959099185,1334.584101263366,154.05273531925877,854.2636088890536,76.95829569845375,585.1665556921004,94.92060081755437
0.6215049339147474,673.8053239321348,0.7325332158676474,1457.5110725549578,128.75658297829045,1335.9098537079274,153.7354746037911,854.3737722916351,76.93823056226881,585.166673478939,94.92056243887987
0.6991930506540908,677.1653077984269,0.7306886846373573,1457.5110725549578,128.75658297829045,1407.9440024484993,152.42902360288326,871.9112120743706,75.56676674365633,585.1670127919441,94.92045188050236
0.7768811673934342,677.6046231924757,0.7304485052842438,1474.2219453033654,126.67210254646852,1407.9440024484993,152.42902360288326,871.9112120743706,75.56676674365633,585.1670127919441,94.92045188050236
0.8545692841327776,678.4555109999877,0.729983962538995,1474.2219454216297,126.67210252498012,1414.0874739904775,151.14172282149616,871.9112120743941,75.56676674365212,585.1670127919441,94.92045188050236
0.932257400872121,678.7702012462452,0.7298123734426554,1474.2219454216297,126.67210252498012,1414.0874739904773,151.14172282149616,871.9112120743941,75.56676674365212,585.1670127919441,94.92045188050236
1.0099455176114644,679.1129524578234,0.7296256163265298,1474.2219454216297,126.67210252498012,1414.0874739904773,151.14172282149616,871.9112120743941,75.56676674365212,585.1670127919441,94.92045188050236
1.0876336343508077,679.445916998976,0.7294443239693464,1474.6395525082853,126.59687941888728,1414.0874739904773,151.14172282149616,871.9113661919168,75.56673965548839,585.6473884220193,94.76533095240848
1.1653217510901512,679.5379559810225,0.7293942336009422,1474.6395525082853,126.59687941888728,1414.0874739904773,151.14172282149616,871.9113661919168,75.56673965548839,585.6473884220193,94.76533095240848
1.2430098678294947,679.9624285481348,0.7291633515230842,1474.639552508285,126.59687941888728,1414.0874739904773,151.14172282149616,871.9113661919168,75.56673965548839,585.6473884220192,94.76533095240848
1.320697984568838,680.6428364029691,0.7287936996262943,1474.639552508285,126.59687941888728,1414.0874739904773,151.14172282149616,871.9113661919715,75.56673965547873,585.6473884220192,94.76533095240848
1.3983861013081815,681.941014660955,0.7280899253390771,1474.6395525556388,126.59687941029051,1414.0874739904773,151.14172282149616,871.9113690927846,75.56673914562032,585.6473894921047,94.76533060459258
1.4760742180475248,682.1892879250707,0.7279555538848399,1474.6395583972949,126.59687834976626,1414.0874739904773,151.14172282149616,871.9113690927848,75.56673914562032,585.6473894921047,94.76533060459258
1.5537623347868683,683.4116216222461,0.7272950406863856,1474.6395583972949,126.59687834976626,1414.0874739904773,151.14172282149616,871.9113695321636,75.56673906839342,585.6473894921047,94.76533060459258
1.6314504515262118,684.5179952529855,0.7266986792773196,1474.639883660781,126.59681930015358,1414.0874740028291,151.14172281869583,871.9332589807174,75.56289494427278,585.6473894921047,94.76533060459258
1.709138568265555,684.5458994556683,0.7266836565116819,1474.639883660781,126.59681930015358,1414.0874740028291,151.14172281869583,871.9332589807174,75.56289494427278,585.6473894921047,94.76533060459258
1.7868266850048986,685.2009943777507,0.7263312310263927,1474.6398836640337,126.5968192995631,1414.0874740028291,151.14172281869583,871.9332609924841,75.5628945907032,585.6473894921047,94.76533060459258
1.864514801744242,686.3016109527546,0.7257402351420978,1474.6398844577163,126.5968191554739,1414.0874740028291,151.14172281869583,875.7461594283485,74.98185016991124,585.6473894921047,94.76533060459258
1.9422029184835854,686.7893860275649,0.7254787592180492,1474.6398844577163,126.5968191554739,1414.0874740028291,151.14172281869583,875.7461596360292,74.9818501338433,585.6473894921048,94.76533060459255
2.019891035222929,686.8471333906577,0.7254478212628328,1474.6398844577163,126.5968191554739,1414.0874740028291,151.14172281869583,875.7461596360292,74.9818501338433,585.6473894921048,94.76533060459255
2.097579151962272,687.8941405029751,0.7248875504802754,1474.6398844577163,126.5968191554739,1420.0545404488876,149.90510157579183,876.3013522535978,74.88753543443443,585.6473894921048,94.76533060459255
2.1752672687016155,688.9241956035534,0.724337568120518,1474.6398844577163,126.5968191554739,1467.7824772867052,146.4784753436827,876.3013522535979,74.88753543443443,585.6473894921048,94.76533060459258
2.252955385440959,689.6099552096675,0.7239720842401312,1474.6398844577163,126.5968191554739,1467.7824772867052,146.4784753436827,876.3013522535979,74.88753543443443,585.6473894921047,94.76533060459258
